,open,high,low,close,volume
2020-01-01 00:00:00+00:00,100.11343202907612,100.58827371268376,99.91956535496956,100.11343202907612,177.0
2020-01-01 01:00:00+00:00,100.11343202907612,99.98098027944725,99.65343878900055,99.79978296418767,975.0
2020-01-01 02:00:00+00:00,99.79978296418767,99.7014291111055,99.49006360517161,99.55194483815254,292.0
2020-01-01 03:00:00+00:00,99.55194483815254,98.33869446476093,98.03047691744102,98.08706440856862,873.0
2020-01-01 04:00:00+00:00,98.08706440856862,99.62717699179593,98.38036634405901,99.16688883820116,278.0
2020-01-01 05:00:00+00:00,99.16688883820116,100.25653025754255,99.51533540125857,99.8533883614235,819.0
2020-01-01 06:00:00+00:00,99.8533883614235,99.81738440545354,99.56395260043864,99.6581346593028,883.0
2020-01-01 07:00:00+00:00,99.6581346593028,100.13632981209756,100.05098158774133,100.1224186113394,293.0
2020-01-01 08:00:00+00:00,100.1224186113394,100.58996059025743,100.08424068476191,100.291145013218,986.0
2020-01-01 09:00:00+00:00,100.291145013218,100.39901337697873,99.55628644593595,99.95885131136356,991.0
2020-01-01 10:00:00+00:00,99.95885131136356,100.66729803274814,100.0674017019117,100.54539178203919,113.0
2020-01-01 11:00:00+00:00,100.54539178203919,100.3875772547918,100.29302933186109,100.35905785404368,435.0
2020-01-01 12:00:00+00:00,100.35905785404368,100.28383351173578,99.6343658703288,100.16176351160891,943.0
2020-01-01 13:00:00+00:00,100.16176351160891,99.81866214550413,99.47563418537723,99.68647545839357,871.0
2020-01-01 14:00:00+00:00,99.68647545839357,100.08289931215894,99.83783009204004,99.95945030113809,355.0
2020-01-01 15:00:00+00:00,99.95945030113809,100.27240102583055,99.77890543138285,99.89993147010766,800.0
2020-01-01 16:00:00+00:00,99.89993147010766,100.61222830910093,99.79500656227107,100.22710469848646,488.0
2020-01-01 17:00:00+00:00,100.22710469848646,100.38430323249753,99.83536521826207,99.86279327856408,646.0
2020-01-01 18:00:00+00:00,99.86279327856408,100.07726589298025,99.86062546664085,99.9388899868312,549.0
2020-01-01 19:00:00+00:00,99.9388899868312,100.06908811236353,99.28575400560617,99.40352556077333,968.0
2020-01-01 20:00:00+00:00,99.40352556077333,100.41812533348639,99.79002466582341,99.90840454419542,602.0
2020-01-01 21:00:00+00:00,99.90840454419542,100.06271183403129,99.4743213299048,100.02122559638383,961.0
2020-01-01 22:00:00+00:00,100.02122559638383,100.34286338404685,99.66547335771085,100.21956820126502,439.0
2020-01-01 23:00:00+00:00,100.21956820126502,100.76125825222563,100.40253046646421,100.46587054904718,499.0
2020-01-02 00:00:00+00:00,100.46587054904718,99.9207437895754,99.31761913228944,99.85941604895518,714.0
2020-01-02 01:00:00+00:00,99.85941604895518,100.65840571631713,99.47039495009983,100.32932464664162,525.0
2020-01-02 02:00:00+00:00,100.32932464664162,101.92346697334348,101.51517912659732,101.56334633764705,998.0
2020-01-02 03:00:00+00:00,101.56334633764705,100.7585555525992,100.21015202600253,100.58028083570574,912.0
2020-01-02 04:00:00+00:00,100.58028083570574,99.57280207046041,99.28339479526612,99.54263395541304,919.0
2020-01-02 05:00:00+00:00,99.54263395541304,98.84500758259281,98.58548503960431,98.63973510709445,506.0
2020-01-02 06:00:00+00:00,98.63973510709445,99.27355625392455,99.00918750126532,99.14461044316685,888.0
2020-01-02 07:00:00+00:00,99.14461044316685,99.7592090845036,98.91185392085431,99.22183983765129,882.0
2020-01-02 08:00:00+00:00,99.22183983765129,100.0282219997755,99.36250993166188,99.86884530209487,451.0
2020-01-02 09:00:00+00:00,99.86884530209487,100.5312024057733,100.16950148722927,100.30230382547937,304.0
2020-01-02 10:00:00+00:00,100.30230382547937,100.45400671009257,100.00877147907741,100.42864691290454,162.0
2020-01-02 11:00:00+00:00,100.42864691290454,100.66800655524395,100.46479838395653,100.59906980005476,327.0
2020-01-02 12:00:00+00:00,100.59906980005476,100.82133404349236,100.15003584908328,100.49721350142087,174.0
2020-01-02 13:00:00+00:00,100.49721350142087,101.06125650139245,100.97091837842903,101.01828962814778,448.0
2020-01-02 14:00:00+00:00,101.01828962814778,100.55891014805498,100.2146506794508,100.34046005107933,471.0
2020-01-02 15:00:00+00:00,100.34046005107933,100.09827916151953,99.77011749036916,100.08734475537234,377.0
2020-01-02 16:00:00+00:00,100.08734475537234,100.80551244432762,100.05257821954042,100.23310806723158,868.0
2020-01-02 17:00:00+00:00,100.23310806723158,101.37629865577934,101.12093040856055,101.31396058230118,507.0
2020-01-02 18:00:00+00:00,101.31396058230118,101.16768718377016,100.63815374234962,100.85528211286895,286.0
2020-01-02 19:00:00+00:00,100.85528211286895,100.69314361009062,99.82955078622678,100.20784583738678,299.0
2020-01-02 20:00:00+00:00,100.20784583738678,100.21547528564216,99.76128768577858,99.86987351828435,262.0
2020-01-02 21:00:00+00:00,99.86987351828435,100.4691423121062,100.2574825271995,100.45143683896725,247.0
2020-01-02 22:00:00+00:00,100.45143683896725,100.61392006879089,100.25064471505335,100.31043353483216,422.0
2020-01-02 23:00:00+00:00,100.31043353483216,101.24234242200595,100.83760688399062,101.10504174637433,442.0
2020-01-03 00:00:00+00:00,101.10504174637433,100.46904932298347,99.98068611738562,99.98152403581072,813.0
2020-01-03 01:00:00+00:00,99.98152403581072,101.03847012977934,100.61665116591463,100.65863792095101,259.0
2020-01-03 02:00:00+00:00,100.65863792095101,101.39282403355922,101.2714904269354,101.27955766490872,999.0
