,open,high,low,close,volume
2020-01-01 00:00:00+00:00,100.63186945269206,100.83613037773975,100.4909334714738,100.63186945269206,308.0
2020-01-01 01:00:00+00:00,100.63186945269206,102.19554437238946,101.17202147143584,101.69776423498224,152.0
2020-01-01 02:00:00+00:00,101.69776423498224,100.48788863634338,100.01520048286926,100.16578913190804,842.0
2020-01-01 03:00:00+00:00,100.16578913190804,100.49160945345429,99.70661187954671,100.083010095081,490.0
2020-01-01 04:00:00+00:00,100.083010095081,101.18696745703181,100.45416841738913,100.69124174051296,761.0
2020-01-01 05:00:00+00:00,100.69124174051296,101.68105857022425,101.3658735093461,101.50252683574216,824.0
2020-01-01 06:00:00+00:00,101.50252683574216,101.99807451730949,101.8498703055012,101.89479986639188,316.0
2020-01-01 07:00:00+00:00,101.89479986639188,103.21378648541706,102.49579573339173,102.79307057794459,827.0
2020-01-01 08:00:00+00:00,102.79307057794459,103.1987292316635,102.64945852024809,102.9670451327644,329.0
2020-01-01 09:00:00+00:00,102.9670451327644,103.5311536149067,103.29600917232953,103.29780541182544,284.0
2020-01-01 10:00:00+00:00,103.29780541182544,103.79818269981229,103.29333592926412,103.40504802436774,147.0
2020-01-01 11:00:00+00:00,103.40504802436774,102.87864439016893,102.62411126984412,102.76073280348253,621.0
2020-01-01 12:00:00+00:00,102.76073280348253,102.38997177158996,102.05284339028832,102.25275542373956,860.0
2020-01-01 13:00:00+00:00,102.25275542373956,102.65610273579817,102.4097165879395,102.4805059713442,319.0
2020-01-01 14:00:00+00:00,102.4805059713442,102.19126773238675,102.08534194643887,102.13238885038078,841.0
2020-01-01 15:00:00+00:00,102.13238885038078,102.94601585529261,102.75932176420416,102.89531967625581,230.0
2020-01-01 16:00:00+00:00,102.89531967625581,103.86979575253557,103.50371636226349,103.6707516322978,348.0
2020-01-01 17:00:00+00:00,103.6707516322978,105.03466291046308,104.66533098533087,104.75002343539202,846.0
2020-01-01 18:00:00+00:00,104.75002343539202,105.46083329141031,104.7093583445189,104.73437913286529,707.0
2020-01-01 19:00:00+00:00,104.73437913286529,105.5841179393643,105.52267744873372,105.56460498665245,439.0
