,open,high,low,close,volume
2020-01-01 00:00:00+00:00,100.4173118620229,100.53237953282817,99.59836231923512,100.4173118620229,897.0
2020-01-01 01:00:00+00:00,100.4173118620229,99.91957148076428,99.74191757967701,99.82962736100767,128.0
2020-01-01 02:00:00+00:00,99.82962736100767,99.43753003593513,98.63984424611252,98.88553316123904,245.0
2020-01-01 03:00:00+00:00,98.88553316123904,97.26918515339796,97.0698576635282,97.13055081813452,720.0
2020-01-01 04:00:00+00:00,97.13055081813452,97.01476934895325,96.89841887858017,96.9186115199849,961.0
2020-01-01 05:00:00+00:00,96.9186115199849,97.9040077561278,97.37838827122964,97.66717534355158,744.0
2020-01-01 06:00:00+00:00,97.66717534355158,97.7883775434848,97.44233386650158,97.68701891763315,337.0
2020-01-01 07:00:00+00:00,97.68701891763315,98.15100610765259,97.5411441347132,97.99412533424164,786.0
2020-01-01 08:00:00+00:00,97.99412533424164,99.32511998501823,98.06572392391531,98.60806826243973,619.0
2020-01-01 09:00:00+00:00,98.60806826243973,98.40394042679193,97.85205050256874,98.0787807536038,177.0
2020-01-01 10:00:00+00:00,98.0787807536038,99.90148867630333,99.47181229140847,99.67015277190552,639.0
2020-01-01 11:00:00+00:00,99.67015277190552,99.75477104055952,98.835594200952,99.14400782055169,219.0
2020-01-01 12:00:00+00:00,99.14400782055169,99.45360898965122,99.00097315548905,99.36813965786442,860.0
2020-01-01 13:00:00+00:00,99.36813965786442,101.07843610135939,100.80111274253561,101.01188814873413,824.0
2020-01-01 14:00:00+00:00,101.01188814873413,100.97641399033539,100.68161096833545,100.94333670144314,498.0
2020-01-01 15:00:00+00:00,100.94333670144314,101.17554960576514,100.31544733798083,101.01191340966857,451.0
2020-01-01 16:00:00+00:00,101.01191340966857,100.99446146553407,100.15278494171106,100.70478568293692,125.0
2020-01-01 17:00:00+00:00,100.70478568293692,101.00314683344652,100.8853183910708,100.90550157309956,703.0
2020-01-01 18:00:00+00:00,100.90550157309956,100.01101956231288,99.40661438827188,99.62949135527087,760.0
2020-01-01 19:00:00+00:00,99.62949135527087,99.25022762976363,99.22277304039413,99.24140609771133,242.0
2020-01-01 20:00:00+00:00,99.24140609771133,100.76118971529328,99.47130640427523,100.25786201901808,793.0
2020-01-01 21:00:00+00:00,100.25786201901808,100.4053525069725,100.02864431429555,100.38465769870027,855.0
2020-01-01 22:00:00+00:00,100.38465769870027,100.52115341516108,100.03114688842469,100.24041858832891,419.0
2020-01-01 23:00:00+00:00,100.24041858832891,100.73319238343488,100.05720919383182,100.46417568055917,844.0
2020-01-02 00:00:00+00:00,100.46417568055917,100.87508429450186,100.57906708064995,100.71293976894394,901.0
